image_path,annotation_path,label,x1,y1,x2,y2,source_folder
Test\Images\112\0015.jpg,Test\Annotations\112\0015.txt,1,58,335,253,471,112
Test\Images\114\0017.jpg,Test\Annotations\114\0017.txt,1,91,79,124,147,114
Test\Images\148\0133.jpg,Test\Annotations\148\0133.txt,1,71,25,150,91,148
Test\Images\130\0136.jpg,Test\Annotations\130\0136.txt,1,232,86,320,194,130
Test\Images\105\0080.jpg,Test\Annotations\105\0080.txt,0,,,,,105
Test\Images\114\0377.jpg,Test\Annotations\114\0377.txt,1,178,132,204,163,114
Test\Images\127\0374.jpg,Test\Annotations\127\0374.txt,1,382,190,437,242,127
Test\Images\127\0625.jpg,Test\Annotations\127\0625.txt,1,308,132,341,176,127
Test\Images\147\0154.jpg,Test\Annotations\147\0154.txt,1,103,171,192,341,147
Test\Images\111\0035.jpg,Test\Annotations\111\0035.txt,0,,,,,111
Test\Images\136\0058.jpg,Test\Annotations\136\0058.txt,1,170,62,254,196,136
Test\Images\123\0059.jpg,Test\Annotations\123\0059.txt,1,423,182,471,263,123
Test\Images\147\0484.jpg,Test\Annotations\147\0484.txt,1,20,329,135,466,147
Test\Images\113\0143.jpg,Test\Annotations\113\0143.txt,1,274,125,388,265,113
Test\Images\118\0089.jpg,Test\Annotations\118\0089.txt,1,364,339,444,405,118
Test\Images\125\0008.jpg,Test\Annotations\125\0008.txt,0,,,,,125
Test\Images\132\0114.jpg,Test\Annotations\132\0114.txt,1,81,282,447,479,132
Test\Images\129\0306.jpg,Test\Annotations\129\0306.txt,1,321,230,364,292,129
Test\Images\114\0178.jpg,Test\Annotations\114\0178.txt,1,190,282,237,358,114
Test\Images\141\0013.jpg,Test\Annotations\141\0013.txt,1,173,401,280,479,141
Test\Images\112\0240.jpg,Test\Annotations\112\0240.txt,1,230,240,425,471,112
Test\Images\156\0098.jpg,Test\Annotations\156\0098.txt,1,56,179,124,249,156
Test\Images\118\0045.jpg,Test\Annotations\118\0045.txt,1,174,294,244,358,118
Test\Images\137\0046.jpg,Test\Annotations\137\0046.txt,0,,,,,137
Test\Images\131\0409.jpg,Test\Annotations\131\0409.txt,1,255,298,332,398,131
Test\Images\139\0104.jpg,Test\Annotations\139\0104.txt,1,248,238,328,297,139
Test\Images\154\0210.jpg,Test\Annotations\154\0210.txt,1,434,96,480,136,154
Test\Images\153\0014.jpg,Test\Annotations\153\0014.txt,1,150,370,240,416,153
Test\Images\127\0284.jpg,Test\Annotations\127\0284.txt,1,291,197,354,255,127
Test\Images\151\0120.jpg,Test\Annotations\151\0120.txt,0,,,,,151
Test\Images\113\0023.jpg,Test\Annotations\113\0023.txt,0,,,,,113
Test\Images\136\0140.jpg,Test\Annotations\136\0140.txt,0,,,,,136
Test\Images\111\0150.jpg,Test\Annotations\111\0150.txt,1,208,115,557,475,111
Test\Images\110\0212.jpg,Test\Annotations\110\0212.txt,1,502,50,559,189,110
Test\Images\119\0172.jpg,Test\Annotations\119\0172.txt,1,184,185,239,235,119
Test\Images\136\0114.jpg,Test\Annotations\136\0114.txt,0,,,,,136
Test\Images\150\0023.jpg,Test\Annotations\150\0023.txt,1,182,77,249,125,150
Test\Images\160\0211.jpg,Test\Annotations\160\0211.txt,1,336,240,397,307,160
Test\Images\160\0330.jpg,Test\Annotations\160\0330.txt,1,380,220,436,284,160
Test\Images\107\0082.jpg,Test\Annotations\107\0082.txt,1,243,277,384,365,107
Test\Images\160\0102.jpg,Test\Annotations\160\0102.txt,1,319,282,388,348,160
Test\Images\145\0135.jpg,Test\Annotations\145\0135.txt,1,198,251,269,308,145
Test\Images\111\0122.jpg,Test\Annotations\111\0122.txt,1,235,121,552,479,111
Test\Images\109\0036.jpg,Test\Annotations\109\0036.txt,1,93,66,131,91,109
Test\Images\127\0041.jpg,Test\Annotations\127\0041.txt,1,333,23,376,54,127
Test\Images\116\0027.jpg,Test\Annotations\116\0027.txt,1,217,189,295,296,116
Test\Images\123\0029.jpg,Test\Annotations\123\0029.txt,0,,,,,123
Test\Images\102\0110.jpg,Test\Annotations\102\0110.txt,1,213,236,309,384,102
Test\Images\132\0091.jpg,Test\Annotations\132\0091.txt,1,178,135,388,303,132
Test\Images\140\0096.jpg,Test\Annotations\140\0096.txt,1,23,163,196,445,140
Test\Images\131\0025.jpg,Test\Annotations\131\0025.txt,0,,,,,131
Test\Images\112\0095.jpg,Test\Annotations\112\0095.txt,0,,,,,112
Test\Images\129\0154.jpg,Test\Annotations\129\0154.txt,1,318,237,377,309,129
Test\Images\139\0306.jpg,Test\Annotations\139\0306.txt,1,5,162,61,373,139
Test\Images\143\0415.jpg,Test\Annotations\143\0415.txt,1,400,259,436,301,143
Test\Images\118\0107.jpg,Test\Annotations\118\0107.txt,1,432,337,486,382,118
Test\Images\145\0113.jpg,Test\Annotations\145\0113.txt,1,193,238,264,295,145
Test\Images\108\0025.jpg,Test\Annotations\108\0025.txt,1,285,351,387,389,108
Test\Images\147\0062.jpg,Test\Annotations\147\0062.txt,1,12,161,74,298,147
Test\Images\155\0155.jpg,Test\Annotations\155\0155.txt,1,406,226,466,311,155
Test\Images\146\0058.jpg,Test\Annotations\146\0058.txt,1,168,227,221,288,146
Test\Images\130\0135.jpg,Test\Annotations\130\0135.txt,1,233,87,321,195,130
Test\Images\128\0150.jpg,Test\Annotations\128\0150.txt,1,157,172,370,387,128
Test\Images\111\0047.jpg,Test\Annotations\111\0047.txt,0,,,,,111
Test\Images\160\0023.jpg,Test\Annotations\160\0023.txt,1,356,216,412,272,160
Test\Images\147\0073.jpg,Test\Annotations\147\0073.txt,1,15,211,113,413,147
Test\Images\151\0088.jpg,Test\Annotations\151\0088.txt,1,122,300,180,350,151
Test\Images\145\0080.jpg,Test\Annotations\145\0080.txt,1,169,217,233,268,145
Test\Images\154\0060.jpg,Test\Annotations\154\0060.txt,0,,,,,154
Test\Images\133\0042.jpg,Test\Annotations\133\0042.txt,1,27,171,205,379,133
Test\Images\143\0364.jpg,Test\Annotations\143\0364.txt,1,354,308,391,347,143
Test\Images\120\0186.jpg,Test\Annotations\120\0186.txt,0,,,,,120
Test\Images\139\0298.jpg,Test\Annotations\139\0298.txt,1,2,86,123,377,139
Test\Images\127\0253.jpg,Test\Annotations\127\0253.txt,1,290,189,332,235,127
Test\Images\160\0049.jpg,Test\Annotations\160\0049.txt,1,59,221,116,282,160
Test\Images\129\0153.jpg,Test\Annotations\129\0153.txt,1,318,236,377,308,129
Test\Images\123\0205.jpg,Test\Annotations\123\0205.txt,1,335,272,474,424,123
Test\Images\104\0149.jpg,Test\Annotations\104\0149.txt,1,64,3,292,199,104
Test\Images\116\0021.jpg,Test\Annotations\116\0021.txt,1,158,171,226,256,116
Test\Images\139\0164.jpg,Test\Annotations\139\0164.txt,1,197,15,445,304,139
Test\Images\116\0073.jpg,Test\Annotations\116\0073.txt,1,193,182,258,271,116
Test\Images\154\0131.jpg,Test\Annotations\154\0131.txt,1,339,110,372,144,154
Test\Images\115\0116.jpg,Test\Annotations\115\0116.txt,1,317,24,389,95,115
Test\Images\136\0327.jpg,Test\Annotations\136\0327.txt,0,,,,,136
Test\Images\115\0246.jpg,Test\Annotations\115\0246.txt,1,441,153,557,274,115
Test\Images\136\0124.jpg,Test\Annotations\136\0124.txt,0,,,,,136
Test\Images\131\0365.jpg,Test\Annotations\131\0365.txt,1,330,302,406,390,131
Test\Images\136\0042.jpg,Test\Annotations\136\0042.txt,1,232,125,368,300,136
Test\Images\114\0325.jpg,Test\Annotations\114\0325.txt,1,273,272,308,318,114
Test\Images\127\0518.jpg,Test\Annotations\127\0518.txt,1,344,28,386,71,127
Test\Images\151\0124.jpg,Test\Annotations\151\0124.txt,0,,,,,151
Test\Images\132\0404.jpg,Test\Annotations\132\0404.txt,1,170,98,315,217,132
Test\Images\112\0035.jpg,Test\Annotations\112\0035.txt,1,88,311,268,471,112
Test\Images\133\0266.jpg,Test\Annotations\133\0266.txt,1,163,312,447,479,133
Test\Images\127\0601.jpg,Test\Annotations\127\0601.txt,1,320,142,351,186,127
Test\Images\154\0190.jpg,Test\Annotations\154\0190.txt,1,409,100,444,130,154
Test\Images\128\0135.jpg,Test\Annotations\128\0135.txt,1,127,216,398,470,128
Test\Images\143\0291.jpg,Test\Annotations\143\0291.txt,1,352,210,390,252,143
Test\Images\150\0126.jpg,Test\Annotations\150\0126.txt,1,4,211,52,277,150
Test\Images\128\0185.jpg,Test\Annotations\128\0185.txt,1,174,183,358,387,128
Test\Images\117\0037.jpg,Test\Annotations\117\0037.txt,1,209,251,287,319,117
Test\Images\115\0278.jpg,Test\Annotations\115\0278.txt,1,396,131,474,228,115
Test\Images\151\0175.jpg,Test\Annotations\151\0175.txt,0,,,,,151
Test\Images\137\0089.jpg,Test\Annotations\137\0089.txt,1,21,133,77,207,137
Test\Images\120\0212.jpg,Test\Annotations\120\0212.txt,1,380,107,472,218,120
Test\Images\160\0280.jpg,Test\Annotations\160\0280.txt,1,368,236,426,301,160
Test\Images\156\0066.jpg,Test\Annotations\156\0066.txt,1,30,142,98,212,156
Test\Images\128\0402.jpg,Test\Annotations\128\0402.txt,1,138,258,240,390,128
Test\Images\143\0344.jpg,Test\Annotations\143\0344.txt,1,382,289,422,330,143
Test\Images\104\0044.jpg,Test\Annotations\104\0044.txt,1,379,364,514,458,104
Test\Images\127\0514.jpg,Test\Annotations\127\0514.txt,1,332,29,380,75,127
Test\Images\137\0248.jpg,Test\Annotations\137\0248.txt,1,286,356,490,479,137
Test\Images\160\0236.jpg,Test\Annotations\160\0236.txt,1,341,248,402,315,160
Test\Images\159\0044.jpg,Test\Annotations\159\0044.txt,1,64,299,160,384,159
Test\Images\128\0014.jpg,Test\Annotations\128\0014.txt,0,,,,,128
Test\Images\132\0172.jpg,Test\Annotations\132\0172.txt,1,226,49,444,207,132
Test\Images\153\0067.jpg,Test\Annotations\153\0067.txt,0,,,,,153
Test\Images\110\0180.jpg,Test\Annotations\110\0180.txt,1,451,53,549,188,110
Test\Images\114\0008.jpg,Test\Annotations\114\0008.txt,0,,,,,114
Test\Images\102\0185.jpg,Test\Annotations\102\0185.txt,1,298,149,377,278,102
Test\Images\136\0059.jpg,Test\Annotations\136\0059.txt,1,167,63,252,194,136
Test\Images\108\0058.jpg,Test\Annotations\108\0058.txt,1,295,266,352,322,108
Test\Images\136\0180.jpg,Test\Annotations\136\0180.txt,0,,,,,136
Test\Images\139\0296.jpg,Test\Annotations\139\0296.txt,1,0,23,163,300,139
Test\Images\140\0020.jpg,Test\Annotations\140\0020.txt,1,13,172,64,250,140
Test\Images\136\0242.jpg,Test\Annotations\136\0242.txt,0,,,,,136
Test\Images\114\0143.jpg,Test\Annotations\114\0143.txt,0,,,,,114
Test\Images\107\0038.jpg,Test\Annotations\107\0038.txt,1,346,293,477,385,107
Test\Images\127\0297.jpg,Test\Annotations\127\0297.txt,1,298,196,361,260,127
Test\Images\133\0246.jpg,Test\Annotations\133\0246.txt,1,17,94,275,372,133
Test\Images\147\0173.jpg,Test\Annotations\147\0173.txt,1,168,333,239,454,147
Test\Images\150\0211.jpg,Test\Annotations\150\0211.txt,1,177,201,240,253,150
Test\Images\147\0215.jpg,Test\Annotations\147\0215.txt,0,,,,,147
Test\Images\132\0230.jpg,Test\Annotations\132\0230.txt,1,216,125,473,312,132
Test\Images\155\0246.jpg,Test\Annotations\155\0246.txt,1,419,177,475,246,155
Test\Images\133\0142.jpg,Test\Annotations\133\0142.txt,0,,,,,133
Test\Images\124\0074.jpg,Test\Annotations\124\0074.txt,1,304,451,341,473,124
Test\Images\136\0359.jpg,Test\Annotations\136\0359.txt,1,261,200,291,256,136
Test\Images\148\0081.jpg,Test\Annotations\148\0081.txt,1,319,25,355,50,148
Test\Images\118\0239.jpg,Test\Annotations\118\0239.txt,1,502,260,528,312,118
Test\Images\136\0215.jpg,Test\Annotations\136\0215.txt,0,,,,,136
Test\Images\127\0147.jpg,Test\Annotations\127\0147.txt,1,299,81,321,106,127
Test\Images\127\0100.jpg,Test\Annotations\127\0100.txt,1,344,90,381,137,127
Test\Images\148\0125.jpg,Test\Annotations\148\0125.txt,1,119,31,225,105,148
Test\Images\108\0191.jpg,Test\Annotations\108\0191.txt,1,257,220,440,408,108
Test\Images\106\0152.jpg,Test\Annotations\106\0152.txt,1,195,70,353,204,106
Test\Images\137\0204.jpg,Test\Annotations\137\0204.txt,1,359,291,468,390,137
Test\Images\147\0028.jpg,Test\Annotations\147\0028.txt,0,,,,,147
Test\Images\122\0136.jpg,Test\Annotations\122\0136.txt,1,339,164,462,290,122
Test\Images\131\0425.jpg,Test\Annotations\131\0425.txt,1,198,324,269,402,131
Test\Images\127\0081.jpg,Test\Annotations\127\0081.txt,1,314,69,358,126,127
Test\Images\154\0242.jpg,Test\Annotations\154\0242.txt,1,407,73,453,113,154
Test\Images\133\0228.jpg,Test\Annotations\133\0228.txt,1,12,181,201,403,133
Test\Images\137\0114.jpg,Test\Annotations\137\0114.txt,0,,,,,137
Test\Images\123\0014.jpg,Test\Annotations\123\0014.txt,0,,,,,123
Test\Images\115\0113.jpg,Test\Annotations\115\0113.txt,1,294,7,366,78,115
Test\Images\133\0069.jpg,Test\Annotations\133\0069.txt,1,88,123,293,313,133
Test\Images\120\0254.jpg,Test\Annotations\120\0254.txt,1,372,224,498,377,120
Test\Images\153\0055.jpg,Test\Annotations\153\0055.txt,0,,,,,153
Test\Images\148\0175.jpg,Test\Annotations\148\0175.txt,1,39,128,140,203,148
Test\Images\123\0142.jpg,Test\Annotations\123\0142.txt,1,274,269,449,441,123
Test\Images\119\0030.jpg,Test\Annotations\119\0030.txt,1,349,350,409,419,119
Test\Images\134\0050.jpg,Test\Annotations\134\0050.txt,1,239,392,277,475,134
Test\Images\123\0092.jpg,Test\Annotations\123\0092.txt,1,272,93,356,210,123
Test\Images\144\0062.jpg,Test\Annotations\144\0062.txt,1,6,107,299,356,144
Test\Images\122\0051.jpg,Test\Annotations\122\0051.txt,1,326,233,404,315,122
Test\Images\159\0078.jpg,Test\Annotations\159\0078.txt,1,126,325,222,404,159
Test\Images\110\0182.jpg,Test\Annotations\110\0182.txt,1,454,54,552,189,110
Test\Images\123\0147.jpg,Test\Annotations\123\0147.txt,1,254,293,429,465,123
Test\Images\138\0012.jpg,Test\Annotations\138\0012.txt,0,,,,,138
Test\Images\155\0157.jpg,Test\Annotations\155\0157.txt,1,406,240,466,325,155
Test\Images\127\0766.jpg,Test\Annotations\127\0766.txt,1,284,139,309,169,127
Test\Images\110\0197.jpg,Test\Annotations\110\0197.txt,1,469,47,557,201,110
Test\Images\128\0279.jpg,Test\Annotations\128\0279.txt,1,64,280,185,428,128
Test\Images\139\0328.jpg,Test\Annotations\139\0328.txt,1,5,261,26,375,139
Test\Images\129\0074.jpg,Test\Annotations\129\0074.txt,1,406,196,463,273,129
Test\Images\160\0342.jpg,Test\Annotations\160\0342.txt,1,384,227,441,286,160
Test\Images\115\0326.jpg,Test\Annotations\115\0326.txt,1,441,34,487,113,115
Test\Images\131\0330.jpg,Test\Annotations\131\0330.txt,1,314,154,407,291,131
Test\Images\119\0078.jpg,Test\Annotations\119\0078.txt,1,258,281,296,315,119
Test\Images\104\0016.jpg,Test\Annotations\104\0016.txt,1,412,454,493,476,104
Test\Images\147\0208.jpg,Test\Annotations\147\0208.txt,0,,,,,147
Test\Images\123\0176.jpg,Test\Annotations\123\0176.txt,1,183,210,407,468,123
Test\Images\129\0026.jpg,Test\Annotations\129\0026.txt,1,420,90,465,135,129
Test\Images\155\0151.jpg,Test\Annotations\155\0151.txt,1,412,219,491,306,155
Test\Images\120\0004.jpg,Test\Annotations\120\0004.txt,0,,,,,120
Test\Images\104\0027.jpg,Test\Annotations\104\0027.txt,1,380,391,487,469,104
Test\Images\160\0180.jpg,Test\Annotations\160\0180.txt,1,400,255,453,310,160
Test\Images\160\0286.jpg,Test\Annotations\160\0286.txt,1,372,246,430,311,160
Test\Images\112\0053.jpg,Test\Annotations\112\0053.txt,1,46,303,314,479,112
Test\Images\123\0178.jpg,Test\Annotations\123\0178.txt,1,195,190,419,448,123
Test\Images\122\0191.jpg,Test\Annotations\122\0191.txt,1,297,165,402,283,122
Test\Images\112\0030.jpg,Test\Annotations\112\0030.txt,1,88,319,268,479,112
Test\Images\127\0144.jpg,Test\Annotations\127\0144.txt,1,301,82,322,107,127
Test\Images\143\0502.jpg,Test\Annotations\143\0502.txt,1,375,139,415,178,143
Test\Images\123\0111.jpg,Test\Annotations\123\0111.txt,1,356,204,502,375,123
Test\Images\122\0212.jpg,Test\Annotations\122\0212.txt,1,271,173,376,291,122
Test\Images\127\0513.jpg,Test\Annotations\127\0513.txt,1,333,30,381,76,127
Test\Images\126\0025.jpg,Test\Annotations\126\0025.txt,1,63,8,153,52,126
Test\Images\131\0142.jpg,Test\Annotations\131\0142.txt,1,274,208,455,419,131
Test\Images\139\0022.jpg,Test\Annotations\139\0022.txt,1,122,338,172,377,139
Test\Images\155\0081.jpg,Test\Annotations\155\0081.txt,1,381,205,458,290,155
Test\Images\104\0112.jpg,Test\Annotations\104\0112.txt,1,17,168,255,398,104
Test\Images\150\0086.jpg,Test\Annotations\150\0086.txt,1,261,109,327,173,150
Test\Images\139\0043.jpg,Test\Annotations\139\0043.txt,1,104,234,161,282,139
Test\Images\119\0135.jpg,Test\Annotations\119\0135.txt,0,,,,,119
Test\Images\146\0102.jpg,Test\Annotations\146\0102.txt,1,98,177,164,240,146
Test\Images\133\0111.jpg,Test\Annotations\133\0111.txt,1,89,287,353,479,133
Test\Images\137\0062.jpg,Test\Annotations\137\0062.txt,1,4,129,42,211,137
Test\Images\150\0150.jpg,Test\Annotations\150\0150.txt,1,145,191,205,249,150
Test\Images\112\0146.jpg,Test\Annotations\112\0146.txt,0,,,,,112
Test\Images\112\0022.jpg,Test\Annotations\112\0022.txt,1,77,335,264,474,112
Test\Images\139\0317.jpg,Test\Annotations\139\0317.txt,1,4,218,34,373,139
Test\Images\150\0055.jpg,Test\Annotations\150\0055.txt,1,87,82,154,136,150
Test\Images\150\0156.jpg,Test\Annotations\150\0156.txt,1,182,193,242,251,150
Test\Images\155\0191.jpg,Test\Annotations\155\0191.txt,1,342,178,396,268,155
Test\Images\119\0202.jpg,Test\Annotations\119\0202.txt,1,246,190,312,247,119
Test\Images\115\0291.jpg,Test\Annotations\115\0291.txt,1,430,82,508,179,115
Test\Images\133\0301.jpg,Test\Annotations\133\0301.txt,0,,,,,133
Test\Images\145\0107.jpg,Test\Annotations\145\0107.txt,1,184,228,255,285,145
Test\Images\123\0020.jpg,Test\Annotations\123\0020.txt,0,,,,,123
Test\Images\131\0268.jpg,Test\Annotations\131\0268.txt,0,,,,,131
Test\Images\147\0418.jpg,Test\Annotations\147\0418.txt,1,101,159,229,358,147
Test\Images\111\0005.jpg,Test\Annotations\111\0005.txt,0,,,,,111
Test\Images\118\0054.jpg,Test\Annotations\118\0054.txt,1,206,271,255,315,118
Test\Images\102\0143.jpg,Test\Annotations\102\0143.txt,1,210,203,277,307,102
Test\Images\121\0123.jpg,Test\Annotations\121\0123.txt,1,209,396,280,441,121
Test\Images\146\0108.jpg,Test\Annotations\146\0108.txt,1,120,198,186,261,146
Test\Images\115\0023.jpg,Test\Annotations\115\0023.txt,1,231,152,285,217,115
Test\Images\108\0076.jpg,Test\Annotations\108\0076.txt,1,291,321,374,390,108
Test\Images\115\0083.jpg,Test\Annotations\115\0083.txt,1,332,43,426,135,115
Test\Images\151\0324.jpg,Test\Annotations\151\0324.txt,1,104,173,172,223,151
Test\Images\151\0373.jpg,Test\Annotations\151\0373.txt,1,134,354,199,412,151
Test\Images\123\0271.jpg,Test\Annotations\123\0271.txt,1,400,184,518,262,123
Test\Images\127\0637.jpg,Test\Annotations\127\0637.txt,1,302,117,335,161,127
Test\Images\127\0506.jpg,Test\Annotations\127\0506.txt,1,333,28,386,82,127
Test\Images\101\0110.jpg,Test\Annotations\101\0110.txt,1,515,245,551,346,101
Test\Images\160\0197.jpg,Test\Annotations\160\0197.txt,1,386,184,447,251,160
Test\Images\137\0002.jpg,Test\Annotations\137\0002.txt,0,,,,,137
Test\Images\123\0121.jpg,Test\Annotations\123\0121.txt,1,359,217,505,388,123
Test\Images\154\0238.jpg,Test\Annotations\154\0238.txt,1,404,61,450,101,154
Test\Images\119\0039.jpg,Test\Annotations\119\0039.txt,1,309,298,354,344,119
Test\Images\151\0355.jpg,Test\Annotations\151\0355.txt,1,119,287,189,341,151
Test\Images\147\0393.jpg,Test\Annotations\147\0393.txt,1,26,176,143,401,147
Test\Images\127\0272.jpg,Test\Annotations\127\0272.txt,1,286,199,349,257,127
Test\Images\114\0408.jpg,Test\Annotations\114\0408.txt,1,170,72,212,116,114
Test\Images\106\0233.jpg,Test\Annotations\106\0233.txt,1,245,117,358,218,106
Test\Images\151\0127.jpg,Test\Annotations\151\0127.txt,0,,,,,151
Test\Images\113\0129.jpg,Test\Annotations\113\0129.txt,1,230,131,356,285,113
Test\Images\139\0488.jpg,Test\Annotations\139\0488.txt,1,0,146,90,359,139
Test\Images\150\0038.jpg,Test\Annotations\150\0038.txt,1,166,85,227,134,150
Test\Images\131\0334.jpg,Test\Annotations\131\0334.txt,1,343,215,435,341,131
Test\Images\154\0038.jpg,Test\Annotations\154\0038.txt,1,463,80,498,113,154
Test\Images\133\0130.jpg,Test\Annotations\133\0130.txt,0,,,,,133
Test\Images\110\0046.jpg,Test\Annotations\110\0046.txt,0,,,,,110
Test\Images\102\0026.jpg,Test\Annotations\102\0026.txt,1,325,251,418,383,102
Test\Images\150\0082.jpg,Test\Annotations\150\0082.txt,1,271,106,337,170,150
Test\Images\105\0061.jpg,Test\Annotations\105\0061.txt,1,362,2,471,57,105
Test\Images\150\0065.jpg,Test\Annotations\150\0065.txt,0,,,,,150
Test\Images\102\0087.jpg,Test\Annotations\102\0087.txt,1,286,242,359,351,102
Test\Images\103\0089.jpg,Test\Annotations\103\0089.txt,1,49,181,88,222,103
Test\Images\147\0174.jpg,Test\Annotations\147\0174.txt,1,175,317,237,439,147
Test\Images\143\0321.jpg,Test\Annotations\143\0321.txt,1,375,148,421,193,143
Test\Images\123\0154.jpg,Test\Annotations\123\0154.txt,1,209,288,418,479,123
Test\Images\112\0190.jpg,Test\Annotations\112\0190.txt,0,,,,,112
Test\Images\139\0005.jpg,Test\Annotations\139\0005.txt,1,132,454,182,479,139
Test\Images\112\0051.jpg,Test\Annotations\112\0051.txt,1,65,286,303,479,112
Test\Images\139\0245.jpg,Test\Annotations\139\0245.txt,1,179,17,400,286,139
Test\Images\118\0131.jpg,Test\Annotations\118\0131.txt,1,431,229,456,271,118
Test\Images\151\0280.jpg,Test\Annotations\151\0280.txt,1,318,238,347,304,151
Test\Images\118\0116.jpg,Test\Annotations\118\0116.txt,1,429,328,487,385,118
Test\Images\129\0272.jpg,Test\Annotations\129\0272.txt,1,315,222,358,284,129
Test\Images\128\0280.jpg,Test\Annotations\128\0280.txt,1,66,280,187,428,128
Test\Images\159\0100.jpg,Test\Annotations\159\0100.txt,1,201,156,266,202,159
Test\Images\123\0038.jpg,Test\Annotations\123\0038.txt,0,,,,,123
